Date,fdate,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-01 00:00:00-04:00,2023-06-01,19.670000076293945,20.030000686645508,19.440000534057617,19.90999984741211,704100,0.0,0.0
2023-06-02 00:00:00-04:00,2023-06-02,20.25,20.670000076293945,19.959999084472656,20.51000022888184,606400,0.0,0.0
2023-06-05 00:00:00-04:00,2023-06-05,20.36000061035156,20.58699989318848,20.1200008392334,20.280000686645508,356400,0.0,0.0
2023-06-06 00:00:00-04:00,2023-06-06,20.270000457763672,20.88999938964844,20.184999465942383,20.540000915527344,947000,0.0,0.0
2023-06-07 00:00:00-04:00,2023-06-07,20.649999618530277,21.270000457763672,20.46999931335449,20.489999771118164,538100,0.0,0.0
2023-06-08 00:00:00-04:00,2023-06-08,20.34000015258789,20.459999084472656,20.0,20.11000061035156,530700,0.0,0.0
2023-06-09 00:00:00-04:00,2023-06-09,20.13999938964844,20.200000762939453,19.8799991607666,19.979999542236328,354400,0.0,0.0
2023-06-12 00:00:00-04:00,2023-06-12,19.959999084472656,20.280000686645508,19.90999984741211,20.21999931335449,449300,0.0,0.0
2023-06-13 00:00:00-04:00,2023-06-13,20.40999984741211,20.78300094604492,20.01000022888184,20.15999984741211,275200,0.0,0.0
2023-06-14 00:00:00-04:00,2023-06-14,20.1200008392334,20.3700008392334,19.96999931335449,20.040000915527344,331400,0.0,0.0
2023-06-15 00:00:00-04:00,2023-06-15,19.88999938964844,20.280000686645508,19.88999938964844,20.270000457763672,313400,0.0,0.0
2023-06-16 00:00:00-04:00,2023-06-16,20.479999542236328,20.5,19.959999084472656,19.959999084472656,650500,0.0,0.0
2023-06-20 00:00:00-04:00,2023-06-20,19.950000762939453,20.030000686645508,19.71500015258789,19.88999938964844,529700,0.0,0.0
2023-06-21 00:00:00-04:00,2023-06-21,19.770000457763672,20.049999237060547,19.520000457763672,19.549999237060547,494800,0.0,0.0
2023-06-22 00:00:00-04:00,2023-06-22,19.46999931335449,19.90999984741211,19.309999465942383,19.71999931335449,481400,0.0,0.0
2023-06-23 00:00:00-04:00,2023-06-23,19.5,19.63999938964844,19.32999992370605,19.5,1084000,0.0,0.0
2023-06-26 00:00:00-04:00,2023-06-26,19.450000762939453,20.084999084472656,19.450000762939453,19.729999542236328,410700,0.0,0.0
2023-06-27 00:00:00-04:00,2023-06-27,19.61000061035156,19.96999931335449,19.520000457763672,19.649999618530277,438100,0.0,0.0
2023-06-28 00:00:00-04:00,2023-06-28,19.559999465942383,19.854999542236328,19.440000534057617,19.799999237060547,420200,0.0,0.0
2023-06-29 00:00:00-04:00,2023-06-29,19.8700008392334,20.25,19.799999237060547,20.0,281900,0.0,0.0
2023-06-30 00:00:00-04:00,2023-06-30,20.25,20.34000015258789,19.93000030517578,20.209999084472656,800000,0.0,0.0
2023-07-03 00:00:00-04:00,2023-07-03,20.020000457763672,20.51000022888184,20.020000457763672,20.31999969482422,137000,0.0,0.0
2023-07-05 00:00:00-04:00,2023-07-05,20.11000061035156,20.6299991607666,20.03700065612793,20.38999938964844,479600,0.0,0.0
2023-07-06 00:00:00-04:00,2023-07-06,20.11000061035156,20.149999618530277,19.84000015258789,20.1200008392334,334800,0.0,0.0
2023-07-07 00:00:00-04:00,2023-07-07,20.190000534057617,20.43000030517578,20.13999938964844,20.149999618530277,265800,0.0,0.0
2023-07-10 00:00:00-04:00,2023-07-10,20.13999938964844,20.459999084472656,20.065000534057617,20.3799991607666,219600,0.0,0.0
2023-07-11 00:00:00-04:00,2023-07-11,20.440000534057617,20.6299991607666,20.25,20.600000381469727,242700,0.0,0.0
2023-07-12 00:00:00-04:00,2023-07-12,20.989999771118164,21.03499984741211,20.63999938964844,20.959999084472656,298400,0.0,0.0
2023-07-13 00:00:00-04:00,2023-07-13,21.15999984741211,21.229999542236328,21.0,21.100000381469727,166400,0.0,0.0
2023-07-14 00:00:00-04:00,2023-07-14,21.11000061035156,21.11000061035156,20.700000762939453,20.84000015258789,298100,0.0,0.0
2023-07-17 00:00:00-04:00,2023-07-17,20.90999984741211,21.11000061035156,20.809999465942383,21.020000457763672,219200,0.0,0.0
2023-07-18 00:00:00-04:00,2023-07-18,21.020000457763672,21.280000686645508,21.01000022888184,21.1299991607666,252500,0.0,0.0
2023-07-19 00:00:00-04:00,2023-07-19,21.350000381469727,21.600000381469727,21.280000686645508,21.549999237060547,269900,0.0,0.0
2023-07-20 00:00:00-04:00,2023-07-20,21.59000015258789,21.65999984741211,21.09000015258789,21.1200008392334,382300,0.0,0.0
2023-07-21 00:00:00-04:00,2023-07-21,21.25,21.450000762939453,20.799999237060547,20.82999992370605,293800,0.0,0.0
2023-07-24 00:00:00-04:00,2023-07-24,20.76000022888184,20.93000030517578,20.3799991607666,20.43000030517578,215700,0.0,0.0
2023-07-25 00:00:00-04:00,2023-07-25,20.38999938964844,20.51000022888184,20.209999084472656,20.239999771118164,229300,0.0,0.0
2023-07-26 00:00:00-04:00,2023-07-26,20.229999542236328,20.51000022888184,20.209999084472656,20.26000022888184,189200,0.0,0.0
2023-07-27 00:00:00-04:00,2023-07-27,20.43000030517578,20.440000534057617,19.790000915527344,19.8799991607666,286000,0.0,0.0
2023-07-28 00:00:00-04:00,2023-07-28,20.100000381469727,20.3799991607666,20.020000457763672,20.21999931335449,401500,0.0,0.0
2023-07-31 00:00:00-04:00,2023-07-31,20.34000015258789,20.71999931335449,20.280000686645508,20.3799991607666,290300,0.0,0.0
2023-08-01 00:00:00-04:00,2023-08-01,20.350000381469727,20.3700008392334,19.799999237060547,19.93000030517578,303600,0.0,0.0
2023-08-02 00:00:00-04:00,2023-08-02,19.670000076293945,19.7450008392334,19.07999992370605,19.09000015258789,395000,0.0,0.0
2023-08-03 00:00:00-04:00,2023-08-03,19.0,19.309999465942383,18.84000015258789,19.11000061035156,503500,0.0,0.0
2023-08-04 00:00:00-04:00,2023-08-04,19.149999618530277,20.059999465942383,19.149999618530277,19.959999084472656,563700,0.0,0.0
2023-08-07 00:00:00-04:00,2023-08-07,19.950000762939453,20.07999992370605,19.56999969482422,20.030000686645508,343300,0.0,0.0
2023-08-08 00:00:00-04:00,2023-08-08,19.899999618530277,19.96999931335449,19.45499992370605,19.950000762939453,384000,0.0,0.0
2023-08-09 00:00:00-04:00,2023-08-09,19.88999938964844,19.93000030517578,19.6299991607666,19.790000915527344,384300,0.0,0.0
2023-08-10 00:00:00-04:00,2023-08-10,19.299999237060547,20.26499938964844,18.6200008392334,19.030000686645508,873500,0.0,0.0
2023-08-11 00:00:00-04:00,2023-08-11,18.76000022888184,19.40999984741211,18.76000022888184,19.38999938964844,646500,0.0,0.0
2023-08-14 00:00:00-04:00,2023-08-14,19.25,19.71999931335449,19.25,19.670000076293945,271600,0.0,0.0
2023-08-15 00:00:00-04:00,2023-08-15,19.51000022888184,19.600000381469727,19.420000076293945,19.43000030517578,303200,0.0,0.0
2023-08-16 00:00:00-04:00,2023-08-16,19.32999992370605,19.540000915527344,18.790000915527344,18.790000915527344,594800,0.0,0.0
2023-08-17 00:00:00-04:00,2023-08-17,18.850000381469727,19.155000686645508,18.5,18.76000022888184,361900,0.0,0.0
2023-08-18 00:00:00-04:00,2023-08-18,18.540000915527344,19.09499931335449,18.540000915527344,18.739999771118164,1445000,0.0,0.0
2023-08-21 00:00:00-04:00,2023-08-21,18.790000915527344,18.899999618530277,18.576000213623047,18.709999084472656,286700,0.0,0.0
2023-08-22 00:00:00-04:00,2023-08-22,18.709999084472656,18.71500015258789,18.093000411987305,18.309999465942383,666600,0.0,0.0
2023-08-23 00:00:00-04:00,2023-08-23,18.299999237060547,18.81999969482422,18.270000457763672,18.75,346900,0.0,0.0
2023-08-24 00:00:00-04:00,2023-08-24,18.649999618530277,19.149999618530277,18.6299991607666,19.030000686645508,380100,0.0,0.0
2023-08-25 00:00:00-04:00,2023-08-25,19.0,19.270000457763672,18.76000022888184,18.950000762939453,367200,0.0,0.0
2023-08-28 00:00:00-04:00,2023-08-28,19.09000015258789,19.440000534057617,19.09000015258789,19.190000534057617,324800,0.0,0.0
2023-08-29 00:00:00-04:00,2023-08-29,19.1299991607666,19.6200008392334,19.100000381469727,19.57999992370605,353500,0.0,0.0
2023-08-30 00:00:00-04:00,2023-08-30,19.450000762939453,19.770000457763672,19.450000762939453,19.450000762939453,326900,0.0,0.0
2023-08-31 00:00:00-04:00,2023-08-31,19.489999771118164,19.799999237060547,19.459999084472656,19.6299991607666,465300,0.0,0.0
2023-09-01 00:00:00-04:00,2023-09-01,19.790000915527344,20.200000762939453,19.709999084472656,19.989999771118164,321100,0.0,0.0
2023-09-05 00:00:00-04:00,2023-09-05,19.850000381469727,20.020000457763672,19.56999969482422,19.770000457763672,355700,0.0,0.0
2023-09-06 00:00:00-04:00,2023-09-06,19.780000686645508,20.020000457763672,19.690000534057617,19.82999992370605,295900,0.0,0.0
2023-09-07 00:00:00-04:00,2023-09-07,19.790000915527344,19.86000061035156,19.6200008392334,19.739999771118164,406000,0.0,0.0
2023-09-08 00:00:00-04:00,2023-09-08,19.65999984741211,19.799999237060547,19.26000022888184,19.61000061035156,459800,0.0,0.0
2023-09-11 00:00:00-04:00,2023-09-11,19.739999771118164,19.8799991607666,19.51000022888184,19.8700008392334,653500,0.0,0.0
2023-09-12 00:00:00-04:00,2023-09-12,19.950000762939453,20.155000686645508,19.84000015258789,19.940000534057617,364500,0.0,0.0
2023-09-13 00:00:00-04:00,2023-09-13,19.899999618530277,19.96999931335449,19.75,19.86000061035156,488200,0.0,0.0
2023-09-14 00:00:00-04:00,2023-09-14,20.0,20.209999084472656,19.729999542236328,19.739999771118164,503400,0.0,0.0
2023-09-15 00:00:00-04:00,2023-09-15,19.75,19.934999465942383,19.489999771118164,19.61000061035156,808900,0.0,0.0
